feature_index,variable,label,source,itemid,value_source,clinical_category,summary_mode,hourly_coverage,valid_n,valid_fraction,positive_n,negative_n,variance,mean_positive,mean_negative,abs_mean_difference,point_biserial_corr,abs_point_biserial_corr,auroc,auroc_abs,auprc,ap_lift_over_prevalence,mutual_information,possible_leakage_flag,static_like_flag,physiology_direction_hint,univariate_relevance_score,correlation_cluster_id,standardized_variance_diagonal,correlation_cluster_size,mrmr_eligible,mrmr_rank,mrmr_score,mean_abs_corr_with_previous_selected,lambda_redundancy
230,chartevents::225638::Differential-Bands::valuenum,Differential-Bands,chartevents,225638,valuenum,chart_other,min,0.0028158770874142647,483,0.06022443890274314,94,389,48.52326583862305,7.361701965332031,3.4601542949676514,3.90154767036438,0.22174484373275957,0.22174484373275957,0.6534622326751627,0.6534622326751627,0.33027670233617284,2.3608013839002733,0.05925996215560092,False,False,,0.7283415557761748,150,1.0001247484405196,1,True,1.0,0.7283415557761748,0.0,0.5
390,"labevents::50976::Protein, Total::valuenum","Protein, Total",labevents,50976,valuenum,lab_other,min,0.0008000831003300846,149,0.0185785536159601,14,135,1.1072384119033813,6.371428966522217,5.591851711273193,0.7795772552490234,0.21616374216969741,0.21616374216969741,0.7362433862433861,0.7362433862433861,0.22021218730825298,1.5740657238967817,0.047938522779602755,False,False,,0.7166403594535085,289,1.0001247078267914,2,True,2.0,0.7021830629157074,0.028914593075602135,0.5
282,labevents::50816::Oxygen::valuenum,Oxygen,labevents,50816,valuenum,lab_blood_gas_respiration,last,0.0018131753895431757,291,0.03628428927680798,77,214,856.6914672851562,71.87013244628906,58.18691635131836,13.683216094970703,0.2062220751409148,0.2062220751409148,0.6311142128899139,0.6311142128899139,0.3329947907131266,2.3802301439565734,0.07292647814972253,False,False,,0.7086854866255362,193,1.0001247138331604,1,True,3.0,0.6940013534347884,0.02936826638149548,0.5
307,chartevents::226536::Chloride (whole blood)::valuenum,Chloride (whole blood),chartevents,226536,valuenum,chart_other,mean,0.001724854577332735,240,0.029925187032418952,72,168,62.712440490722656,105.95254516601562,103.04612731933594,2.9064178466796875,0.1681862386438487,0.1681862386438487,0.624917328042328,0.624917328042328,0.3926998996887868,2.806999282980455,0.06456413326515476,False,False,,0.698800640934286,216,1.0001246868582006,1,True,4.0,0.6885635937523171,0.0204740943639377,0.5
417,labevents::50823::Required O2::valuenum,Required O2,labevents,50823,valuenum,lab_other,max,0.0006598088075406849,108,0.013466334164588529,37,71,176.9039764404297,84.67567443847656,89.50704193115234,4.831367492675781,-0.17238817501449089,0.17238817501449089,0.368290826037305,0.631709173962695,0.3091003931101452,2.209434182480717,0.15289481871903376,False,False,,0.6569785153689955,312,1.0001247444328947,2,True,5.0,0.639110555390009,0.035735919957973025,0.5
370,chartevents::225310::ART BP Diastolic::valuenum,ART BP Diastolic,chartevents,225310,valuenum,vital_blood_pressure,slope,0.010811513289809227,126,0.01571072319201995,25,101,4.83286190032959,1.472907304763794,0.05853159725666046,1.4143757075071335,0.2565799649039662,0.2565799649039662,0.5350495049504951,0.5350495049504951,0.37650883505451976,2.691266361084892,0.04557376398189783,False,False,,0.6514156782721751,273,1.000124721991194,1,True,6.0,0.6370621380048985,0.028707080534552964,0.5
165,labevents::50817::Oxygen Saturation::valuenum,Oxygen Saturation,labevents,50817,valuenum,lab_blood_gas_respiration,min,0.013424771837890148,1182,0.14738154613466334,198,984,426.1733093261719,80.99662780761719,70.32662200927734,10.670005798339844,0.19301197356672448,0.19301197356672448,0.6476015233637186,0.6476015233637186,0.2399911111922957,1.7154444846365522,0.03348908905188619,False,False,lower_may_indicate_worse_oxygenation,0.6309300863094415,91,1.0001246975546287,1,True,7.0,0.6207682111513342,0.02032375031621459,0.5
389,labevents::51447::Macrophages::valuenum,Macrophages,labevents,51447,valuenum,lab_blood_gas_respiration,min,0.0008000831003300846,151,0.018827930174563592,15,136,425.8789367675781,32.20000076293945,17.415441513061523,14.78455924987793,0.21429074627122188,0.21429074627122188,0.6183823529411764,0.6183823529411764,0.25760708955993394,1.8413626187795635,0.03663590185627652,False,False,,0.610743348937854,288,1.0001246684374925,1,True,8.0,0.6039304276995887,0.013625842476530535,0.5
350,"labevents::50884::Bilirubin, Indirect::valuenum","Bilirubin, Indirect",labevents,50884,valuenum,lab_liver_protein,min,0.0011118038091808558,195,0.024314214463840397,29,166,7.03924036026001,3.5620687007904053,1.8746988773345947,1.6873698234558105,0.2262902891916136,0.2262902891916136,0.5347943498130453,0.5347943498130453,0.3256968906533184,2.328065118573631,0.04308711840508184,False,False,,0.6046454868690493,256,1.0001247218947438,1,True,9.0,0.5987336137159008,0.011823746306296973,0.5
399,chartevents::220650::Total Protein::valuenum,Total Protein,chartevents,220650,valuenum,chart_other,min,0.000732543645426631,136,0.016957605985037406,10,126,1.1295135021209717,6.5,5.5523810386657715,0.9476189613342285,0.2327203612763717,0.2327203612763717,0.7726190476190475,0.7726190476190475,0.23756505774040765,1.6981031756489033,0.022400094296501694,False,False,,0.6611371851041774,289,1.000124687140964,2,True,10.0,0.6013521543416199,0.1195700615251149,0.5
162,chartevents::220274::PH (Venous)::valuenum,PH (Venous),chartevents,220274,valuenum,chart_other,slope,0.008904821239411831,106,0.013216957605985038,19,87,5.8164507208857685e-05,-0.002298312494531274,0.0020071351900696754,0.004305447684600949,-0.216530886140914,0.216530886140914,0.3297035692679976,0.6702964307320024,0.13300254636202655,0.9506955631225071,0.04093888020858105,False,False,lower_may_indicate_acidosis,0.5985049324715643,88,1.0001247027196434,1,True,11.0,0.5899472584822766,0.017115347978575494,0.5
416,labevents::50801::Alveolar-arterial Gradient::valuenum,Alveolar-arterial Gradient,labevents,50801,valuenum,lab_other,max,0.0006598088075406849,108,0.013466334164588529,37,71,9459.5849609375,506.70269775390625,540.4718017578125,33.76910400390625,-0.16477452879917429,0.16477452879917429,0.37438142367719834,0.6256185763228017,0.31553442746204474,2.2554243388998207,0.17298892375233565,False,False,,0.6464214925228604,312,1.0001247606764982,2,True,12.0,0.5912811056465909,0.11028077375253909,0.5
343,labevents::50952::Iron::valuenum,Iron,labevents,50952,valuenum,lab_other,mean,0.0010962177766487002,206,0.025685785536159602,23,183,3462.352783203125,86.26087188720703,53.07650375366211,33.18436813354492,0.17761110689648038,0.17761110689648038,0.6116654787360418,0.6116654787360418,0.2522653032523512,1.8031797968661825,0.03739508628364141,False,False,,0.5774613048628047,250,1.0001246779263517,1,True,13.0,0.5709509600604711,0.013020689604667275,0.5
2,chartevents::220277::O2 saturation pulseoxymetry::valuenum,O2 saturation pulseoxymetry,chartevents,220277,valuenum,vital_oxygen_saturation,observed_fraction,0.6085723042488098,8020,1.0,1122,6898,0.14506080746650696,0.46557486057281494,0.631831705570221,0.166256844997406,-0.15142168675821602,0.15142168675821602,0.3811324577275492,0.6188675422724508,0.1161479389801274,0.8302196707848679,0.025839324125772833,False,False,lower_may_indicate_worse_oxygenation,0.5810740872084549,1,1.0001247673678544,5,True,14.0,0.5662486834531567,0.02965080751059645,0.5
238,"labevents::50806::Chloride, Whole Blood::valuenum","Chloride, Whole Blood",labevents,50806,valuenum,lab_electrolyte,min,0.0037302577402442694,455,0.05673316708229426,109,346,48.91470718383789,104.53211212158203,102.66907501220703,1.863037109375,0.11369494842099254,0.11369494842099254,0.5904040939704089,0.5904040939704089,0.33364530794701186,2.384880008676502,0.050900210844646576,False,False,,0.5725855358740833,156,1.000124707119618,1,True,15.0,0.5405634524470713,0.06404416685402411,0.5
223,"labevents::51214::Fibrinogen, Functional::valuenum","Fibrinogen, Functional",labevents,51214,valuenum,lab_coagulation,mean,0.0040939319878816605,547,0.06820448877805486,130,417,39693.86328125,277.5695495605469,341.9222412109375,64.35269165039062,-0.13748568243528267,0.13748568243528267,0.3827153661686036,0.6172846338313964,0.20417063950505693,1.4594015408471985,0.07604630351976138,False,False,,0.5482159860455076,144,1.0001246727572894,2,True,16.0,0.5374460809321496,0.021539810226716017,0.5
0,chartevents::220045::Heart Rate::valuenum,Heart Rate,chartevents,220045,valuenum,vital_heart_rate,observed_fraction,0.6215710639953613,8020,1.0,1122,6898,0.14815472066402435,0.47218504548072815,0.6458695530891418,0.1736845076084137,-0.15652616637959632,0.15652616637959632,0.3798603563305182,0.6201396436694818,0.11614675420228315,0.8302112020519705,0.023388759126659275,False,False,higher_may_indicate_physiologic_stress,0.581119967127723,1,1.0001247169415124,5,True,17.0,0.5371235542747871,0.08799282570587172,0.5
229,chartevents::227468::Fibrinogen::valuenum,Fibrinogen,chartevents,227468,valuenum,chart_other,last,0.0035380299668759108,494,0.061596009975062344,120,374,40058.3671875,275.7749938964844,341.2312927246094,65.456298828125,-0.1402504292300297,0.1402504292300297,0.3867647058823529,0.6132352941176471,0.20564554284967151,1.4699440763407894,0.07555343696374428,False,False,,0.5480942424911027,144,1.0001247219436995,2,True,18.0,0.5099672755997866,0.0762539337826322,0.5
1,chartevents::220210::Respiratory Rate::valuenum,Respiratory Rate,chartevents,220210,valuenum,vital_respiratory_rate,observed_fraction,0.6187240481376648,8020,1.0,1122,6898,0.14790627360343933,0.47181373834609985,0.642619788646698,0.17080605030059814,-0.15406137051691468,0.15406137051691468,0.3821312876345878,0.6178687123654122,0.11691838641401073,0.8357267905885616,0.024120538959802484,False,False,higher_may_indicate_respiratory_distress,0.578877199133594,1,1.000124704240326,5,True,19.0,0.5122847493141686,0.133184899638851,0.5
150,chartevents::220224::Arterial O2 pressure::valuenum,Arterial O2 pressure,chartevents,220224,valuenum,chart_other,slope,0.012105153873562813,239,0.029800498753117206,62,177,472.9256591796875,0.9331085681915283,-6.086362838745117,7.0194714069366455,0.14147917116503156,0.14147917116503156,0.6024694733005286,0.6024694733005286,0.36975383755351776,2.642981976095555,0.00878799052518242,False,False,,0.5205222159290971,80,1.0001247138021867,1,True,20.0,0.5106946410465756,0.01965514976504309,0.5
368,chartevents::220624::HDL::valuenum,HDL,chartevents,220624,valuenum,chart_other,last,0.0009039900032803416,172,0.02144638403990025,24,148,400.25018310546875,36.95833206176758,45.50675582885742,8.548423767089844,-0.14805675966635023,0.14805675966635023,0.36036036036036034,0.6396396396396397,0.11604202211381026,0.8294625823108364,0.05112127161027025,False,False,,0.5189531715611563,264,1.0001246845569938,2,True,21.0,0.5097320127880559,0.018442317546200838,0.5
285,labevents::50963::NTproBNP::valuenum,NTproBNP,labevents,50963,valuenum,lab_other,max,0.0014702826738357544,279,0.03478802992518703,38,241,138649440.0,14647.60546875,8712.00390625,5935.6015625,0.17290269755266624,0.17290269755266624,0.5668814151561476,0.5668814151561476,0.2393798135303472,1.7110749594593446,0.027270142650706042,False,False,,0.49898259763916886,195,1.000124700165627,1,True,22.0,0.4922014879213932,0.01356221943555133,0.5
10,chartevents::220181::Non Invasive Blood Pressure mean::valuenum,Non Invasive Blood Pressure mean,chartevents,220181,valuenum,vital_blood_pressure,observed_fraction,0.517149806022644,8020,1.0,1122,6898,0.15177644789218903,0.3736630976200104,0.5404887795448303,0.16682568192481995,-0.14854033237485523,0.14854033237485523,0.3743649506509159,0.6256350493490841,0.11391673446468681,0.8142711322698648,0.017974391157045355,False,False,low_or_high_may_indicate_instability,0.5579625561081278,6,1.0001247002748594,3,True,23.0,0.49319688585822136,0.12953134049981294,0.5
100,chartevents::225668::Lactic Acid::valuenum,Lactic Acid,chartevents,225668,valuenum,chart_other,last,0.025519534945487976,2706,0.3374064837905237,464,2242,2.2430272102355957,2.4582974910736084,1.8561360836029053,0.6021614074707031,0.1515460808854554,0.1515460808854554,0.5829347257682488,0.5829347257682488,0.25321970062169924,1.810001781627476,0.010291875172550702,False,False,,0.49674967236590045,37,1.0001247000146452,2,True,24.0,0.4758936715071347,0.04171200171753149,0.5
308,labevents::50924::Ferritin::valuenum,Ferritin,labevents,50924,valuenum,lab_other,min,0.0012468828354030848,236,0.02942643391521197,35,201,53676192.0,3156.05712890625,2027.7867431640625,1128.2703857421875,0.054732144195475764,0.054732144195475764,0.648542999289268,0.648542999289268,0.23647333010295274,1.6902995609854554,0.08195112999643506,False,False,,0.48229740265147125,217,1.0001246820449743,1,True,25.0,0.47440562984647555,0.015783545609991425,0.5
11,chartevents::220179::Non Invasive Blood Pressure systolic::valuenum,Non Invasive Blood Pressure systolic,chartevents,220179,valuenum,vital_blood_pressure,observed_fraction,0.5168640613555908,8020,1.0,1122,6898,0.15171410143375397,0.3732546269893646,0.5402230024337769,0.16696837544441223,-0.14869796238156122,0.14869796238156122,0.3744440249544031,0.6255559750455969,0.11389636552836883,0.8141255361296953,0.016434657257576868,False,False,low_or_high_may_indicate_instability,0.5534649994636343,6,1.0001246654418612,3,True,26.0,0.4753738552624698,0.15618228840232892,0.5
96,"labevents::50885::Bilirubin, Total::valuenum","Bilirubin, Total",labevents,50885,valuenum,lab_liver_protein,max,0.018344763666391373,2822,0.3518703241895262,422,2400,31.977144241333008,4.608767509460449,2.256458282470703,2.352309226989746,0.1483472296559921,0.1483472296559921,0.5824096563981043,0.5824096563981043,0.22849635336227256,1.63328052938095,0.016053533168423284,False,False,,0.4891608685608332,44,1.000124688058837,2,True,27.0,0.46948371258892574,0.03935431194381484,0.5
69,chartevents::223834::O2 Flow::valuenum,O2 Flow,chartevents,223834,valuenum,chart_other,last,0.11723295599222183,5548,0.6917705735660847,698,4850,54.071815490722656,7.836198329925537,5.627319812774658,2.208878517150879,0.09962047500139144,0.09962047500139144,0.6319408915014918,0.6319408915014918,0.1824724704936082,1.3043041117279304,0.00702148575525241,False,False,,0.4790118308859593,27,1.0001247158166402,1,True,28.0,0.4617879876971957,0.03444768637752714,0.5
12,chartevents::220180::Non Invasive Blood Pressure diastolic::valuenum,Non Invasive Blood Pressure diastolic,chartevents,220180,valuenum,vital_blood_pressure,observed_fraction,0.5167913436889648,8020,1.0,1122,6898,0.1516684740781784,0.3732546269893646,0.5401384234428406,0.16688379645347595,-0.14864499520779037,0.14864499520779037,0.3744515835275305,0.6255484164724695,0.11388260438308552,0.814027172150041,0.0161431571166768,False,False,low_or_high_may_indicate_instability,0.552510046216914,6,1.000124701355621,3,True,29.0,0.46295440535361054,0.179111281726607,0.5
195,labevents::50811::Hemoglobin::valuenum,Hemoglobin,labevents,50811,valuenum,lab_cbc,slope,0.008790523745119572,253,0.03154613466334165,33,220,0.07181421667337418,-0.15593981742858887,-0.045770272612571716,0.11016954481601715,-0.13845356620320437,0.13845356620320437,0.36652892561983474,0.6334710743801653,0.15170915263708457,1.0844094511135636,0.031200911995724168,False,False,,0.4757591447162275,116,1.0001247217993032,2,True,30.0,0.4612523153384992,0.029013658755456587,0.5
276,chartevents::225672::Lipase::valuenum,Lipase,chartevents,225672,valuenum,chart_other,max,0.0018027847399935126,316,0.03940149625935162,52,264,495412.09375,47.11538314819336,245.56439208984375,198.4490089416504,-0.10453992781294469,0.10453992781294469,0.3735795454545454,0.6264204545454546,0.12558269702561625,0.8976588503970075,0.05215483350716155,False,False,,0.46235911196822377,166,1.0001247557968347,2,True,31.0,0.45917828833025975,0.006361647275928023,0.5
360,"labevents::50904::Cholesterol, HDL::valuenum","Cholesterol, HDL",labevents,50904,valuenum,lab_other,last,0.0009507481008768082,181,0.02256857855361596,24,157,394.5704040527344,36.95833206176758,45.649681091308594,8.691349029541016,-0.1483890147687402,0.1483890147687402,0.3581475583864119,0.6418524416135881,0.10926833445702167,0.7810446010207788,0.03689698812176001,False,False,,0.4779538421583791,264,1.0001247184235509,2,True,32.0,0.45446068081524155,0.04698632268627509,0.5
287,chartevents::229356::Differential - Immature Granulocytes::valuenum,Differential - Immature Granulocytes,chartevents,229356,valuenum,chart_other,max,0.0015118453884497285,277,0.034538653366583544,31,246,0.171925351023674,0.8999999165534973,0.767479658126831,0.13252025842666626,0.10075837182870968,0.10075837182870968,0.5933648046157881,0.5933648046157881,0.1940348846438057,1.3869516709833527,0.044161314252135986,False,False,,0.453668767875313,197,1.0001247142167435,1,True,33.0,0.4476185530298181,0.012100429690989761,0.5
419,chartevents::224169::MDI #1 Puff::valuenum,MDI #1 Puff,chartevents,224169,valuenum,chart_other,min,0.000680590164847672,105,0.013092269326683292,13,92,5.857052803039551,3.384615421295166,2.11956524848938,1.2650501728057861,0.17216485197691678,0.17216485197691678,0.6183110367892976,0.6183110367892976,0.23424908424908425,1.6744007626360569,0.0,False,False,,0.4513781083864381,314,1.0001247087389853,1,True,34.0,0.4449175775925703,0.012921061587735686,0.5
8,chartevents::223761::Temperature Fahrenheit::valuenum,Temperature Fahrenheit,chartevents,223761,valuenum,vital_temperature,observed_fraction,0.16766417026519775,8020,1.0,1122,6898,0.012005879543721676,0.13621510565280914,0.17277954518795013,0.03656443953514099,-0.11575660714009192,0.11575660714009192,0.39399017204604503,0.606009827953955,0.12422686847614836,0.8879674555959981,0.01733740154904373,False,False,,0.5055131139017432,4,1.0001246602610296,1,True,35.0,0.4297307199094994,0.1515647879844877,0.5
55,chartevents::225624::BUN::valuenum,BUN,chartevents,225624,valuenum,chart_other,slope,0.054182253777980804,776,0.09675810473815462,79,697,5661525.0,-839.5095825195312,-0.08594843745231628,839.4236340820789,-0.1066799300579989,0.1066799300579989,0.5591050251530065,0.5591050251530065,0.1398463447615207,0.9996146925021355,0.037938986104554484,False,False,,0.4374279258575607,21,1.0001248651012655,1,True,36.0,0.4281831629424043,0.018489525830312725,0.5
83,labevents::50813::Lactate::valuenum,Lactate,labevents,50813,valuenum,lab_metabolic,last,0.031234413385391235,3207,0.39987531172069823,555,2652,2.254678726196289,2.3880481719970703,1.8640484809875488,0.5239996910095215,0.13201486732149162,0.13201486732149162,0.5732124658595248,0.5732124658595248,0.24174082808242253,1.7279513736372807,0.007772456377892034,False,False,higher_may_indicate_shock_or_stress,0.46212381833372823,37,1.0001247109228895,2,True,37.0,0.4286976623569765,0.06685231195350351,0.5
198,labevents::50809::Glucose::valuenum,Glucose,labevents,50809,valuenum,lab_metabolic,mean,0.006068163085728884,739,0.09214463840399002,175,564,3446.48095703125,151.0790252685547,142.99708557128906,8.081939697265625,0.058524937624779,0.058524937624779,0.5437183383991895,0.5437183383991895,0.27303521341883297,1.9516420780918364,0.057121499236552964,False,False,,0.43605030951743956,119,1.000124749499103,1,True,38.0,0.4262346751639191,0.019631268707040878,0.5
106,chartevents::225690::Total Bilirubin::valuenum,Total Bilirubin,chartevents,225690,valuenum,chart_other,max,0.015534081496298313,2507,0.3125935162094763,356,2151,31.43994903564453,4.613763809204102,2.2748255729675293,2.3389382362365723,0.14560246749113806,0.14560246749113806,0.5763356735043539,0.5763356735043539,0.21907486751594563,1.5659362187859929,0.012364897150144216,False,False,,0.457454432633917,44,1.0001247068656112,2,True,39.0,0.42500656868443043,0.06489572789897312,0.5
365,chartevents::225312::ART BP Mean::valuenum,ART BP Mean,chartevents,225312,valuenum,vital_blood_pressure,slope,0.010915420018136501,128,0.01596009975062344,26,102,47.17055892944336,-1.9757052659988403,-0.12100446969270706,1.8547007963061333,-0.10864634327315094,0.10864634327315094,0.44720965309200605,0.552790346907994,0.2762426945290568,1.9745689929795327,0.024402681399599224,False,False,,0.4283070968914581,269,1.0001248160693659,1,True,40.0,0.4217445110070055,0.013125171768905161,0.5
349,"labevents::50907::Cholesterol, Total::valuenum","Cholesterol, Total",labevents,50907,valuenum,lab_other,max,0.0010390690295025706,198,0.024688279301745636,27,171,5421.896484375,134.6666717529297,159.5614013671875,24.894729614257812,-0.11602369084045172,0.11602369084045172,0.41163092917478883,0.5883690708252112,0.1258824628531331,0.8998015615705236,0.0473140720416414,False,False,,0.43615844675954524,255,1.0001246860676642,1,True,41.0,0.42006496868459636,0.03218695614989775,0.5
90,labevents::50802::Base Excess::valuenum,Base Excess,labevents,50802,valuenum,lab_blood_gas_respiration,observed_fraction,0.027182044461369514,8020,1.0,1122,6898,0.002316865138709545,0.03891859948635101,0.025273026898503304,0.01364557258784771,0.09833882496691276,0.09833882496691276,0.5834726178090837,0.5834726178090837,0.17143728612481773,1.2254251646355065,0.00772898579740211,False,False,,0.44218939102910926,40,1.0001247127192234,5,True,42.0,0.41725776453419916,0.0498632529898202,0.5
320,labevents::50935::Haptoglobin::valuenum,Haptoglobin,labevents,50935,valuenum,lab_coagulation,max,0.0012624688679352403,233,0.029052369077306732,30,203,17424.689453125,138.63333129882812,181.56649780273438,42.93316650390625,-0.10893392417246996,0.10893392417246996,0.41108374384236446,0.5889162561576355,0.11064361962951796,0.7908750707920982,0.055716792379260305,False,False,,0.4273743718167033,228,1.000124698538835,1,True,43.0,0.41647768560747134,0.02179337241846386,0.5
139,chartevents::220632::LDH::valuenum,LDH,chartevents,220632,valuenum,chart_other,last,0.009336034767329693,1569,0.1956359102244389,203,1366,1843375.5,821.0763549804688,495.35211181640625,325.7242431640625,0.08051811243489775,0.08051811243489775,0.6117155551067806,0.6117155551067806,0.18718274595474532,1.337972925630176,0.03318721184863427,False,False,,0.42997908976723764,68,1.0001247079734554,2,True,44.0,0.4113348100120677,0.03728855951033995,0.5
95,labevents::50818::pCO2::valuenum,pCO2,labevents,50818,valuenum,lab_blood_gas_respiration,observed_fraction,0.027150873094797134,8020,1.0,1122,6898,0.0023172602523118258,0.03884432464838028,0.02524886280298233,0.01359546184539795,0.09796934849599183,0.09796934849599183,0.5829418380072449,0.5829418380072449,0.1712515317492463,1.224097401630085,0.0075636258543927415,False,False,higher_may_indicate_hypercapnia,0.4406650234862681,40,1.0001246860136264,5,True,45.0,0.4055468162544727,0.0702364144635909,0.5
