feature_index,variable,label,source,itemid,value_source,clinical_category,summary_mode,hourly_coverage,valid_n,valid_fraction,positive_n,negative_n,variance,mean_positive,mean_negative,abs_mean_difference,point_biserial_corr,abs_point_biserial_corr,auroc,auroc_abs,auprc,ap_lift_over_prevalence,mutual_information,possible_leakage_flag,static_like_flag,physiology_direction_hint,univariate_relevance_score
30,labevents::50816::Oxygen::valuenum,Oxygen,labevents,50816,valuenum,lab_blood_gas_respiration,last,0.0018131753895431757,291,0.03628428927680798,77,214,856.6914672851562,71.87013244628906,58.18691635131836,13.683216094970703,0.2062220751409148,0.2062220751409148,0.6311142128899139,0.6311142128899139,0.3329947907131266,2.3802301439565734,0.07292647814972253,False,False,,0.7086854866255362
32,labevents::50801::Alveolar-arterial Gradient::valuenum,Alveolar-arterial Gradient,labevents,50801,valuenum,lab_other,max,0.0006598088075406849,108,0.013466334164588529,37,71,9459.5849609375,506.70269775390625,540.4718017578125,33.76910400390625,-0.16477452879917429,0.16477452879917429,0.37438142367719834,0.6256185763228017,0.31553442746204474,2.2554243388998207,0.17298892375233565,False,False,,0.6464214925228604
31,labevents::50817::Oxygen Saturation::valuenum,Oxygen Saturation,labevents,50817,valuenum,lab_blood_gas_respiration,min,0.013424771837890148,1182,0.14738154613466334,198,984,426.1733093261719,80.99662780761719,70.32662200927734,10.670005798339844,0.19301197356672448,0.19301197356672448,0.6476015233637186,0.6476015233637186,0.2399911111922957,1.7154444846365522,0.03348908905188619,False,False,lower_may_indicate_worse_oxygenation,0.6309300863094415
21,chartevents::223835::Inspired O2 Fraction::valuenum,Inspired O2 Fraction,chartevents,223835,valuenum,respiratory_support_intensity,last,0.03489193692803383,1856,0.2314214463840399,402,1454,564.4392700195312,67.18449401855469,56.61542892456055,10.56906509399414,0.18325053827279056,0.18325053827279056,0.6250282288694081,0.6250282288694081,0.29192878964312113,2.0866924179481567,0.01634443372717631,False,False,,0.6100441735134945
17,chartevents::224643::Manual Blood Pressure Diastolic Left::valuenum,Manual Blood Pressure Diastolic Left,chartevents,224643,valuenum,vital_blood_pressure,min,0.0003065253549721092,56,0.006982543640897756,4,52,202.02552795410156,72.75,64.71154022216797,8.038459777832031,0.14565100059741842,0.14565100059741842,0.6778846153846154,0.6778846153846154,0.4372994652406417,3.125794751541842,0.00924700736021622,False,False,low_or_high_may_indicate_instability,0.603117244854176
2,chartevents::220277::O2 saturation pulseoxymetry::valuenum,O2 saturation pulseoxymetry,chartevents,220277,valuenum,vital_oxygen_saturation,observed_fraction,0.6085671186447144,8020,1.0,1122,6898,0.1450699418783188,0.46557486057281494,0.6318256855010986,0.1662508249282837,-0.15141141660566232,0.15141141660566232,0.3811319409020363,0.6188680590979637,0.1161462077258901,0.8302072958659881,0.026092689808102643,False,False,lower_may_indicate_worse_oxygenation,0.5818207287819225
0,chartevents::220045::Heart Rate::valuenum,Heart Rate,chartevents,220045,valuenum,vital_heart_rate,observed_fraction,0.6215710639953613,8020,1.0,1122,6898,0.14815644919872284,0.47218504548072815,0.6458695530891418,0.1736845076084137,-0.15652525156413397,0.15652525156413397,0.3798358717218403,0.6201641282781597,0.11613393979996625,0.8301196053437874,0.0233198299989108,False,False,higher_may_indicate_physiologic_stress,0.5809239908530767
1,chartevents::220210::Respiratory Rate::valuenum,Respiratory Rate,chartevents,220210,valuenum,vital_respiratory_rate,observed_fraction,0.6187344193458557,8020,1.0,1122,6898,0.14791637659072876,0.47181373834609985,0.6426319479942322,0.17081820964813232,-0.15406701293652816,0.15406701293652816,0.38211629969471117,0.6178837003052888,0.11691255573404159,0.8356851131791565,0.023984630647141403,False,False,higher_may_indicate_respiratory_distress,0.5784850444545786
6,chartevents::220181::Non Invasive Blood Pressure mean::valuenum,Non Invasive Blood Pressure mean,chartevents,220181,valuenum,vital_blood_pressure,observed_fraction,0.5171654224395752,8020,1.0,1122,6898,0.1517847776412964,0.3736630976200104,0.540506899356842,0.16684380173683167,-0.14855238571575635,0.14855238571575635,0.37436482144453764,0.6256351785554624,0.11392239611157245,0.8143116014392257,0.017873317632831842,False,False,low_or_high_may_indicate_instability,0.5576778780074964
4,chartevents::220179::Non Invasive Blood Pressure systolic::valuenum,Non Invasive Blood Pressure systolic,chartevents,220179,valuenum,vital_blood_pressure,observed_fraction,0.516879677772522,8020,1.0,1122,6898,0.15172329545021057,0.3732546269893646,0.5402411222457886,0.16698649525642395,-0.1487095843195243,0.1487095843195243,0.37443614336533004,0.62556385663467,0.11389409551922251,0.8141093102176156,0.01635166983530323,False,False,low_or_high_may_indicate_instability,0.5532355177311857
5,chartevents::220180::Non Invasive Blood Pressure diastolic::valuenum,Non Invasive Blood Pressure diastolic,chartevents,220180,valuenum,vital_blood_pressure,observed_fraction,0.516806960105896,8020,1.0,1122,6898,0.1516776978969574,0.3732546269893646,0.5401565432548523,0.16690191626548767,-0.1486566187119337,0.1486566187119337,0.37444370193845744,0.6255562980615426,0.11388033124446553,0.8140109238686396,0.016069745873306118,False,False,low_or_high_may_indicate_instability,0.5523092931147895
10,chartevents::223761::Temperature Fahrenheit::valuenum,Temperature Fahrenheit,chartevents,223761,valuenum,vital_temperature,observed_fraction,0.167648583650589,8020,1.0,1122,6898,0.012004395946860313,0.13621510565280914,0.1727614402770996,0.036546334624290466,-0.11570639208759795,0.11570639208759795,0.39402712507022364,0.6059728749297764,0.12423731883442467,0.8880421542353707,0.017463704830945836,False,False,,0.5058059173991036
57,"labevents::50885::Bilirubin, Total::valuenum","Bilirubin, Total",labevents,50885,valuenum,lab_liver_protein,max,0.018344763666391373,2822,0.3518703241895262,422,2400,31.977144241333008,4.608767509460449,2.256458282470703,2.352309226989746,0.1483472296553195,0.1483472296553195,0.5824096563981043,0.5824096563981043,0.22849635336227256,1.63328052938095,0.016053533168423284,False,False,,0.4891608685599924
19,chartevents::227582::BiPap O2 Flow::valuenum,BiPap O2 Flow,chartevents,227582,valuenum,respiratory_support_intensity,slope,0.002311928430572152,61,0.007605985037406484,9,52,0.12180628627538681,-0.21640703082084656,0.05142175406217575,0.2678287848830223,-0.27215447550125044,0.27215447550125044,0.3226495726495726,0.6773504273504274,0.11714314648582977,0.8373333643639526,0.006430952257149736,False,False,,0.4840235059497666
22,chartevents::223834::O2 Flow::valuenum,O2 Flow,chartevents,223834,valuenum,respiratory_support_intensity,last,0.11722776293754578,5548,0.6917705735660847,698,4850,54.071815490722656,7.836198329925537,5.627319812774658,2.208878517150879,0.09962047500139144,0.09962047500139144,0.6319408915014918,0.6319408915014918,0.1824724704936082,1.3043041117279304,0.00702148575525241,False,False,,0.4790118308859593
39,labevents::50811::Hemoglobin::valuenum,Hemoglobin,labevents,50811,valuenum,lab_cbc,slope,0.008790523745119572,253,0.03154613466334165,33,220,0.07181421667337418,-0.15593981742858887,-0.045770272612571716,0.11016954481601715,-0.13845356629619732,0.13845356629619732,0.36652892561983474,0.6334710743801653,0.15170915263708457,1.0844094511135636,0.031200911995724168,False,False,,0.47575914483246873
3,chartevents::220227::Arterial O2 Saturation::valuenum,Arterial O2 Saturation,chartevents,220227,valuenum,vital_oxygen_saturation,slope,0.0026184539310634136,33,0.004114713216957606,9,24,1.327469825744629,0.19659212231636047,0.4856399595737457,0.28904783725738525,-0.11173012017850628,0.11173012017850628,0.2916666666666667,0.7083333333333333,0.26446183473919604,1.89035999519461,,False,False,lower_may_indicate_worse_oxygenation,0.4668892417421095
35,labevents::50813::Lactate::valuenum,Lactate,labevents,50813,valuenum,lab_metabolic,last,0.031234413385391235,3207,0.39987531172069823,555,2652,2.254678726196289,2.3880481719970703,1.8640484809875488,0.5239996910095215,0.13201486694752532,0.13201486694752532,0.573184609949316,0.573184609949316,0.2417394356809517,1.727941420821063,0.007957005204353162,False,False,higher_may_indicate_shock_or_stress,0.46265435021613516
27,labevents::50802::Base Excess::valuenum,Base Excess,labevents,50802,valuenum,lab_blood_gas_respiration,observed_fraction,0.027182044461369514,8020,1.0,1122,6898,0.002316865138709545,0.03891859948635101,0.025273026898503304,0.01364557258784771,0.09833882496691276,0.09833882496691276,0.5834726178090837,0.5834726178090837,0.17143728612481773,1.2254251646355065,0.00772898579740211,False,False,,0.44218939102910926
26,labevents::50818::pCO2::valuenum,pCO2,labevents,50818,valuenum,lab_blood_gas_respiration,observed_fraction,0.027150873094797134,8020,1.0,1122,6898,0.0023172602523118258,0.03884432464838028,0.02524886280298233,0.01359546184539795,0.09796934849599183,0.09796934849599183,0.5829418380072449,0.5829418380072449,0.1712515317492463,1.224097401630085,0.0075636258543927415,False,False,higher_may_indicate_hypercapnia,0.4406650234862681
25,labevents::50821::pO2::valuenum,pO2,labevents,50821,valuenum,lab_blood_gas_respiration,observed_fraction,0.027171654626727104,8020,1.0,1122,6898,0.002317862818017602,0.03884432464838028,0.025273025035858154,0.013571299612522125,0.09778251997593136,0.09778251997593136,0.5827586233628905,0.5827586233628905,0.17116986266661166,1.2235136351035878,0.0076476758937231715,False,False,lower_may_indicate_worse_oxygenation,0.4405092005600889
29,labevents::50804::Calculated Total CO2::valuenum,Calculated Total CO2,labevents,50804,valuenum,lab_blood_gas_respiration,observed_fraction,0.027150873094797134,8020,1.0,1122,6898,0.002313796430826187,0.03884432464838028,0.02524886280298233,0.01359546184539795,0.09804264708263383,0.09804264708263383,0.5828844703753031,0.5828844703753031,0.17123135406152995,1.2239531725253745,0.00744756142706704,False,False,,0.4403505402399809
37,labevents::50809::Glucose::valuenum,Glucose,labevents,50809,valuenum,lab_metabolic,mean,0.006068163085728884,739,0.09214463840399002,175,564,3446.48095703125,151.0790252685547,142.99708557128906,8.081939697265625,0.058524937624779,0.058524937624779,0.5437183383991895,0.5437183383991895,0.27303521341883297,1.9516420780918364,0.057121499236552964,False,False,,0.43605030951743956
24,labevents::50820::pH::valuenum,pH,labevents,50820,valuenum,lab_blood_gas_respiration,observed_fraction,0.030823981389403343,8020,1.0,1122,6898,0.002617135876789689,0.04226084426045418,0.028963709250092506,0.013297135010361671,0.09016304711698757,0.09016304711698757,0.5762936530209226,0.5762936530209226,0.1680852833618261,1.201465216187028,0.00793214856598845,False,False,lower_may_indicate_acidosis,0.4284812597492602
13,chartevents::220621::Glucose (serum)::valuenum,Glucose (serum),chartevents,220621,valuenum,bedside_glucose,observed_fraction,0.0536523275077343,8020,1.0,1122,6898,0.0016757971607148647,0.043857693672180176,0.055245477706193924,0.011387784034013748,-0.09649666257385309,0.09649666257385309,0.4176029606866337,0.5823970393133663,0.1225036631256206,0.8756500697571098,0.005293760631790656,False,False,,0.4253905807098071
18,chartevents::227242::Manual Blood Pressure Diastolic Right::valuenum,Manual Blood Pressure Diastolic Right,chartevents,227242,valuenum,vital_blood_pressure,last,0.0002909393224399537,55,0.00685785536159601,6,49,177.7837677001953,58.83333206176758,66.12245178222656,7.289119720458984,-0.1704275190701154,0.1704275190701154,0.3741496598639456,0.6258503401360545,0.10500416250416252,0.7505645127302882,0.0,False,False,low_or_high_may_indicate_instability,0.3772384385326114
43,labevents::51250::MCV::valuenum,MCV,labevents,51250,valuenum,lab_other,slope,0.055304449051618576,773,0.09638403990024938,108,665,0.04301421716809273,0.0035655556712299585,-0.032647378742694855,0.03621293441392481,0.06053421015525346,0.06053421015525346,0.5634015594541911,0.5634015594541911,0.20183221085876327,1.4426865695965077,0.02288838459677134,False,False,,0.3749164488374676
8,chartevents::220051::Arterial Blood Pressure diastolic::valuenum,Arterial Blood Pressure diastolic,chartevents,220051,valuenum,vital_blood_pressure,max,0.09489817172288895,1339,0.1669576059850374,231,1108,307.1841735839844,70.43729400634766,72.81422424316406,2.3769302368164062,-0.05124037156717112,0.05124037156717112,0.4468349039648678,0.5531650960351322,0.16368064152568873,1.1699810561818393,0.034524219865332384,False,False,low_or_high_may_indicate_instability,0.3743493828300572
60,labevents::51274::PT::valuenum,PT,labevents,51274,valuenum,lab_coagulation,max,0.0370635911822319,5112,0.6374064837905237,675,4437,126.27538299560547,20.110445022583008,17.87560272216797,2.234842300415039,0.06732760209737745,0.06732760209737745,0.5676279434719823,0.5676279434719823,0.16425774320324285,1.1741061501693473,0.01245045026941427,False,False,,0.3742596269496137
59,labevents::51237::INR(PT)::valuenum,INR(PT),labevents,51237,valuenum,lab_coagulation,last,0.0370635911822319,5112,0.6374064837905237,675,4437,0.8421120643615723,1.7856297492980957,1.5834189653396606,0.20221078395843506,0.07459759787968172,0.07459759787968172,0.5634955216654564,0.5634955216654564,0.16423193107846829,1.1739216463897644,0.009699873748381105,False,False,,0.3717740793542085
33,labevents::50805::Carboxyhemoglobin::valuenum,Carboxyhemoglobin,labevents,50805,valuenum,lab_cbc,mean,0.00019222775881644338,36,0.004488778054862843,11,25,1.50376558303833,1.5363636016845703,1.7879998683929443,0.251636266708374,-0.09452511223810708,0.09452511223810708,0.530909090909091,0.530909090909091,0.3825116134608113,2.7341739215291505,,False,False,,0.3713725953833053
12,chartevents::225664::Glucose finger stick (range 70-100)::valuenum,Glucose finger stick (range 70-100),chartevents,225664,valuenum,bedside_glucose,observed_fraction,0.0581047385931015,8020,1.0,1122,6898,0.010086276568472385,0.04222370684146881,0.06068788096308708,0.01846417412161827,-0.06377464792210176,0.06377464792210176,0.4381930953145116,0.5618069046854883,0.12577375813688538,0.8990245456843322,0.005340611520320948,False,False,,0.3701043803523417
52,labevents::50960::Magnesium::valuenum,Magnesium,labevents,50960,valuenum,lab_electrolyte,observed_fraction,0.06003221124410629,8020,1.0,1122,6898,0.0017198469722643495,0.05355020612478256,0.06108654662966728,0.00753634050488472,-0.06303752939286018,0.06303752939286018,0.44951099262024846,0.5504890073797515,0.12865467222634494,0.9196171758068507,0.007737945042396888,False,False,,0.36903671742263794
14,chartevents::226537::Glucose (whole blood)::valuenum,Glucose (whole blood),chartevents,226537,valuenum,bedside_glucose,last_minus_first,0.004041978158056736,562,0.07007481296758104,139,423,675.7049560546875,2.4928057193756104,-3.255319118499756,5.748124837875366,0.0954089041135851,0.0954089041135851,0.5671802983145398,0.5671802983145398,0.2931466849133481,2.0953978725535225,0.0008447231066464056,False,False,,0.36120548694782745
36,labevents::50868::Anion Gap::valuenum,Anion Gap,labevents,50868,valuenum,lab_metabolic,last,0.06262988597154617,7025,0.8759351620947631,890,6135,15.09145450592041,15.708989143371582,14.907090187072754,0.8018989562988281,0.06866093234704411,0.06866093234704411,0.5455495728139337,0.5455495728139337,0.15794116365121422,1.1289555547974492,0.002203097654470465,False,False,,0.3605482624242939
53,labevents::50970::Phosphate::valuenum,Phosphate,labevents,50970,valuenum,lab_blood_gas_respiration,observed_fraction,0.0584736093878746,8020,1.0,1122,6898,0.00166513177100569,0.05217617005109787,0.05949792638421059,0.007321756333112717,-0.06224065905907034,0.06224065905907034,0.4510973885323654,0.5489026114676345,0.12876868751455312,0.9204321513963601,0.004860839679921458,False,False,,0.35820811132073993
50,"labevents::50893::Calcium, Total::valuenum","Calcium, Total",labevents,50893,valuenum,lab_electrolyte,observed_fraction,0.05838528648018837,8020,1.0,1122,6898,0.0016648456221446395,0.052250444889068604,0.05938315391540527,0.00713270902633667,-0.06063888117717599,0.06063888117717599,0.45238176453532997,0.54761823546467,0.1290138280181713,0.9221844034810462,0.004872434481710597,False,False,,0.355359193578425
58,"labevents::50883::Bilirubin, Direct::valuenum","Bilirubin, Direct",labevents,50883,valuenum,lab_liver_protein,mean,0.0012053200043737888,206,0.025685785536159602,30,176,11.550079345703125,3.483333110809326,2.8810226917266846,0.6023104190826416,0.06251406570867533,0.06251406570867533,0.5869318181818182,0.5869318181818182,0.18405187828740288,1.3155936398083523,0.03110573706336872,False,False,,0.3544119497467573
55,labevents::51006::Urea Nitrogen::valuenum,Urea Nitrogen,labevents,51006,valuenum,lab_renal,slope,0.06319617480039597,1107,0.13802992518703242,140,967,0.319452702999115,0.06548183411359787,-0.06426430493593216,0.12974613904953003,0.0762993365751288,0.0762993365751288,0.5649246565223813,0.5649246565223813,0.16932978883770888,1.2103608792142828,0.01244247296565093,False,False,,0.34930771395366234
11,chartevents::223762::Temperature Celsius::valuenum,Temperature Celsius,chartevents,223762,valuenum,vital_temperature,mean,0.02797173708677292,386,0.04812967581047382,36,350,25.183979034423828,36.14360046386719,37.25229263305664,1.1086921691894531,-0.06424589489694923,0.06424589489694923,0.384047619047619,0.615952380952381,0.08314641919107803,0.5943264544674205,0.031017283537183138,False,False,,0.3484330332014128
54,labevents::50912::Creatinine::valuenum,Creatinine,labevents,50912,valuenum,lab_renal,observed_fraction,0.06339360028505325,8020,1.0,1122,6898,0.0017770918784663081,0.056929588317871094,0.06444501131772995,0.007515422999858856,-0.06184176562934323,0.06184176562934323,0.4518626779107226,0.5481373220892773,0.1287495603322862,0.9202954312521706,0.0015917904449489484,False,False,,0.34727872198062865
28,labevents::50882::Bicarbonate::valuenum,Bicarbonate,labevents,50882,valuenum,lab_blood_gas_respiration,observed_fraction,0.06268183887004852,8020,1.0,1122,6898,0.0017562099965289235,0.05618686601519585,0.06373828649520874,0.007551420480012894,-0.06250628071801785,0.06250628071801785,0.44938908640237246,0.5506109135976276,0.12839179387851468,0.917738134497048,0.00028346060219663904,False,False,,0.3459501414569683
7,chartevents::220050::Arterial Blood Pressure systolic::valuenum,Arterial Blood Pressure systolic,chartevents,220050,valuenum,vital_blood_pressure,std,0.094903364777565,1339,0.1669576059850374,231,1108,37.68867111206055,8.526285171508789,9.839877128601074,1.3135919570922852,-0.08084451542635054,0.08084451542635054,0.43500046884523413,0.5649995311547659,0.16669586570527156,1.191533728125025,0.00795798591636343,False,False,low_or_high_may_indicate_instability,0.342919464898097
47,labevents::50983::Sodium::valuenum,Sodium,labevents,50983,valuenum,lab_electrolyte,observed_fraction,0.06592892855405807,8020,1.0,1122,6898,0.0020297965966165066,0.05967766046524048,0.06694573163986206,0.007268071174621582,-0.05595987752745878,0.05595987752745878,0.4524481120105598,0.5475518879894402,0.12951082874394587,0.9257369398631425,0.0005422000803529947,False,False,,0.3367627025305298
48,labevents::50971::Potassium::valuenum,Potassium,labevents,50971,valuenum,lab_electrolyte,observed_fraction,0.06592892855405807,8020,1.0,1122,6898,0.002020704559981823,0.059789061546325684,0.06692761182785034,0.007138550281524658,-0.055086086844918586,0.055086086844918586,0.45270316540121935,0.5472968345987806,0.1297366417122656,0.9273510396901694,0.0009037518062073868,False,False,,0.336685584961309
49,labevents::50902::Chloride::valuenum,Chloride,labevents,50902,valuenum,lab_electrolyte,observed_fraction,0.06575748324394226,8020,1.0,1122,6898,0.002007130766287446,0.05952911823987961,0.06677056103944778,0.007241442799568176,-0.05606878687378404,0.05606878687378404,0.4522448057743881,0.5477551942256119,0.1295182735298072,0.9257901548209034,0.00018599902653693157,False,False,,0.33599731562073903
51,labevents::50808::Free Calcium::valuenum,Free Calcium,labevents,50808,valuenum,lab_electrolyte,observed_fraction,0.01307668350636959,8020,1.0,1122,6898,0.001148401526734233,0.019236482679843903,0.012074756436049938,0.007161726243793964,0.07330853025659563,0.07330853025659563,0.5417998784426394,0.5417998784426394,0.15718527814184882,1.1235525229034113,0.0013979969129023218,False,False,,0.33597561672855025
46,labevents::51277::RDW::valuenum,RDW,labevents,51277,valuenum,lab_other,min,0.05529925227165222,6918,0.8625935162094763,881,6037,6.336857795715332,15.917593955993652,15.562928199768066,0.35466575622558594,0.046967713414393805,0.046967713414393805,0.5271600762381508,0.5271600762381508,0.14805878350504403,1.0583167947508496,0.007985056209706798,False,False,,0.32884528923781836
38,labevents::51301::White Blood Cells::valuenum,White Blood Cells,labevents,51301,valuenum,lab_cbc,max,0.055356401950120926,6920,0.8628428927680798,881,6039,84.51812744140625,12.973098754882812,12.270227432250977,0.7028713226318359,0.02548388509393061,0.02548388509393061,0.5469732399636942,0.5469732399636942,0.14262628686303194,1.0194855798943996,0.012253338663009261,False,False,,0.327434885262071
62,labevents::51256::Neutrophils::valuenum,Neutrophils,labevents,51256,valuenum,lab_blood_gas_respiration,max,0.01108686625957489,1898,0.23665835411471323,298,1600,261.2518310546875,79.95133972167969,77.81281280517578,2.1385269165039062,0.048134618454767984,0.048134618454767984,0.5526887583892617,0.5526887583892617,0.18802220851058524,1.3439733620810104,0.02532071624609933,False,False,,0.32503191036263107
41,labevents::51265::Platelet Count::valuenum,Platelet Count,labevents,51265,valuenum,lab_cbc,min,0.0559590607881546,6921,0.8629675810473816,881,6040,14401.3759765625,199.47445678710938,211.97682189941406,12.502365112304688,-0.034723828780952364,0.034723828780952364,0.46340157557261086,0.5365984244273891,0.12069576776836974,0.862727323977117,0.012336250821525674,False,False,,0.31788297975217666
40,labevents::51221::Hematocrit::valuenum,Hematocrit,labevents,51221,valuenum,lab_cbc,slope,0.06032314896583557,1087,0.13553615960099752,155,932,0.09357324242591858,-0.1097521036863327,-0.03590095043182373,0.07385115325450897,-0.0844161779098383,0.0844161779098383,0.4414059255157136,0.5585940744842863,0.13871655444462772,0.991539007705806,0.00455243825453544,False,False,,0.3122346633405835
45,labevents::51249::MCHC::valuenum,MCHC,labevents,51249,valuenum,lab_other,observed_fraction,0.055304449051618576,8020,1.0,1122,6898,0.0014672129182145,0.051656268537044525,0.05589784309267998,0.004241574555635452,-0.03841177290268653,0.03841177290268653,0.4661826208118398,0.5338173791881602,0.13336628454099042,0.9532955454712506,0.0020259784865337416,False,False,,0.3105878503944251
42,labevents::51279::Red Blood Cells::valuenum,Red Blood Cells,labevents,51279,valuenum,lab_other,observed_fraction,0.055304449051618576,8020,1.0,1122,6898,0.0014663470210507512,0.051656268537044525,0.055897846817970276,0.004241578280925751,-0.038423112477734285,0.038423112477734285,0.4661552290596514,0.5338447709403487,0.13337004456234716,0.9533224219162427,0.0017823084315622406,False,False,,0.30989516780382037
44,labevents::51248::MCH::valuenum,MCH,labevents,51248,valuenum,lab_other,observed_fraction,0.05529925227165222,8020,1.0,1122,6898,0.0014667052309960127,0.051656268537044525,0.05589180812239647,0.004235539585351944,-0.03836370956455299,0.03836370956455299,0.46620413367381797,0.533795866326182,0.133378511657098,0.9533829442869215,0.001739571658775585,False,False,,0.3096586236835404
61,labevents::51275::PTT::valuenum,PTT,labevents,51275,valuenum,lab_coagulation,min,0.039359934628009796,5042,0.6286783042394015,658,4384,396.7126159667969,41.42006301879883,39.83414840698242,1.5859146118164062,0.026821742197038083,0.026821742197038083,0.5462003999068179,0.5462003999068179,0.14508963159913335,1.037093445120365,0.015551684516150743,False,False,,0.3057947700321845
34,labevents::50814::Methemoglobin::valuenum,Methemoglobin,labevents,50814,valuenum,lab_cbc,last,0.0001506650005467236,28,0.003491271820448878,9,19,1.3373981714248657,0.46666663885116577,0.3368421196937561,0.12982451915740967,0.05242839402300089,0.05242839402300089,0.4532163742690059,0.5467836257309941,0.33333333333333337,2.3826500297088535,,False,False,,0.30201635443854247
65,labevents::51200::Eosinophils::valuenum,Eosinophils,labevents,51200,valuenum,lab_blood_gas_respiration,min,0.01108686625957489,1898,0.23665835411471323,298,1600,3.2044382095336914,0.7573825120925903,1.1475625038146973,0.39017999172210693,-0.07929775798816928,0.07929775798816928,0.42278418624161074,0.5772158137583893,0.13366887097318622,0.9554584181862331,0.006911148432275471,False,False,,0.29600253030864837
63,labevents::51244::Lymphocytes::valuenum,Lymphocytes,labevents,51244,valuenum,lab_blood_gas_respiration,min,0.01108686625957489,1898,0.23665835411471323,298,1600,137.7274169921875,10.585906028747559,12.303062438964844,1.7171564102172852,-0.053231854612870125,0.053231854612870125,0.4341359060402684,0.5658640939597316,0.13822850436964776,0.9880504501288548,0.01685897465116737,False,False,,0.2868982565691591
9,chartevents::220052::Arterial Blood Pressure mean::valuenum,Arterial Blood Pressure mean,chartevents,220052,valuenum,vital_blood_pressure,mean,0.09560474008321762,1366,0.17032418952618453,235,1131,646.0223999023438,79.22480010986328,82.0562973022461,2.8314971923828125,-0.04204425542217567,0.04204425542217567,0.4860168933536505,0.5139831066463495,0.1707054653701365,1.2201941464068582,0.01710557416099956,False,False,low_or_high_may_indicate_instability,0.2837737915643212
23,chartevents::227287::O2 Flow (additional cannula)::valuenum,O2 Flow (additional cannula),chartevents,227287,valuenum,respiratory_support_intensity,mean,0.010136118158698082,693,0.08640897755610973,129,564,124.80065155029297,6.379866600036621,6.314957618713379,0.06490898132324219,0.002261501396605115,0.002261501396605115,0.5838281378855352,0.5838281378855352,0.22291751165050738,1.5934032472701152,0.01965280421958071,False,False,,0.28040841956641205
64,labevents::51254::Monocytes::valuenum,Monocytes,labevents,51254,valuenum,lab_other,observed_fraction,0.01108686625957489,8020,1.0,1122,6898,0.0004528988793026656,0.012440582737326622,0.010866675525903702,0.0015739072114229202,0.02565439945829468,0.02565439945829468,0.5170093736643291,0.5170093736643291,0.14461503725072877,1.0337010684053876,0.005104742794592054,False,False,,0.25821834859813164
66,labevents::51146::Basophils::valuenum,Basophils,labevents,51146,valuenum,lab_blood_gas_respiration,observed_fraction,0.01108686625957489,8020,1.0,1122,6898,0.0004528988793026656,0.012440582737326622,0.010866675525903702,0.0015739072114229202,0.02565439945829468,0.02565439945829468,0.5170093736643291,0.5170093736643291,0.14461503725072877,1.0337010684053876,0.005104742794592054,False,False,,0.25821834859813164
16,chartevents::227243::Manual Blood Pressure Systolic Right::valuenum,Manual Blood Pressure Systolic Right,chartevents,227243,valuenum,vital_blood_pressure,max,0.0002961346763186157,55,0.00685785536159601,6,49,551.3699340820312,116.0,123.53060913085938,7.530609130859375,-0.09998151843133984,0.09998151843133984,0.4302721088435374,0.5697278911564626,0.10582947754000387,0.756463823414288,0.0,False,False,low_or_high_may_indicate_instability,0.24477978312801377
56,labevents::50862::Albumin::valuenum,Albumin,labevents,50862,valuenum,lab_liver_protein,observed_fraction,0.009206151589751244,8020,1.0,1122,6898,0.0003875902038998902,0.010175282135605812,0.009048516862094402,0.0011267652735114098,0.019853216861486167,0.019853216861486167,0.5107032625644159,0.5107032625644159,0.14317455087205808,1.0234045436665828,0.0,False,False,,0.22786899469035693
15,chartevents::224167::Manual Blood Pressure Systolic Left::valuenum,Manual Blood Pressure Systolic Left,chartevents,224167,valuenum,vital_blood_pressure,observed_fraction,0.0003065253549721092,8020,1.0,1122,6898,1.397676987835439e-05,0.00014854427718091756,0.0003322219126857817,0.00018367763550486416,-0.017042627453031405,0.017042627453031405,0.49801254748980434,0.5019874525101957,0.13965614357282244,0.9982551438984278,0.0,False,False,low_or_high_may_indicate_instability,0.20638770033762027
20,chartevents::229280::FiO2 (ECMO)::valuenum,FiO2 (ECMO),chartevents,229280,valuenum,respiratory_support_intensity,observed_fraction,1.0390689567429945e-05,8020,1.0,1122,6898,8.657827947899932e-07,0.0,1.2080796295776963e-05,1.2080796295776963e-05,-0.004503754682962858,0.004503754682962858,0.4999275152218034,0.5000724847781965,0.1399002493765586,1.0,0.0,False,False,,0.18903140519916156
